Date,ES=F,NQ=F,YM=F,RTY=F,NKD=F,^STOXX50E,^GDAXI,^VIX,^IRX,2YY=F,^FVX,^TNX,^TYX,CL=F,BZ=F,NG=F,RB=F,HO=F,URA,GC=F,SI=F,PL=F,PA=F,HG=F,ALI=F,ZS=F,ZM=F,ZL=F,ZC=F,ZW=F,ZO=F,ZR=F,KC=F,CC=F,SB=F,CT=F,LE=F,GF=F,HE=F,OJ=F,DX-Y.NYB,6E=F,6J=F,6B=F,6C=F,6S=F,6A=F,6N=F,BTC-USD,ZT=F,ZF=F,ZN=F,ZB=F,SPY,TLT,QQQ,IWD,VEU,HYG,LQD
2025-05-12,5865.0,20948.75,42493.0,2100.300048828125,38820.0,5392.35986328125,23566.5390625,18.389999389648438,4.28000020980835,3.9539999961853027,4.10099983215332,4.456999778747559,4.888000011444092,61.95000076293945,64.95999908447266,3.6459999084472656,2.1331000328063965,2.1110999584198,27.290000915527344,3220.0,32.38800048828125,974.2999877929688,938.0,4.578499794006348,2382.0,1066.0,291.1000061035156,49.4900016784668,440.25,499.0,381.25,12.3149995803833,382.45001220703125,9340.0,17.700000762939453,66.62999725341797,216.8249969482422,303.1000061035156,90.7249984741211,232.8000030517578,101.79000091552734,1.1094000339508057,0.0067460001446306705,1.3179999589920044,0.7148500084877014,1.187250018119812,0.6368499994277954,0.5862500071525574,102812.953125,103.3203125,107.5703125,110.15625,113.5,582.989990234375,86.23999786376953,507.8500061035156,188.9499969482422,64.04000091552734,79.33000183105469,106.58999633789062
2025-05-13,5904.5,21278.0,42228.0,2108.300048828125,38410.0,5416.2099609375,23638.560546875,18.219999313354492,4.284999847412109,3.9679999351501465,4.120999813079834,4.499000072479248,4.942999839782715,63.66999816894531,66.62999725341797,3.6470000743865967,2.1659998893737793,2.171299934387207,27.84000015258789,3240.300048828125,32.86800003051758,991.0,952.2000122070312,4.68149995803833,2400.75,1067.25,285.8999938964844,51.099998474121094,436.0,501.5,377.25,12.024999618530273,384.8500061035156,10171.0,18.219999313354492,66.27999877929688,216.3249969482422,302.82501220703125,90.9749984741211,243.8000030517578,101.0,1.118899941444397,0.006783999968320131,1.3300000429153442,0.7175499796867371,1.1944999694824219,0.6477500200271606,0.5946499705314636,104169.8125,103.2890625,107.4921875,109.96875,112.6875,586.8400268554688,85.88999938964844,515.5900268554688,188.6199951171875,64.16000366210938,79.47000122070312,106.68000030517578
2025-05-14,5908.5,21392.5,42117.0,2089.199951171875,37765.0,5403.43994140625,23527.009765625,18.6200008392334,4.284999847412109,4.000999927520752,4.1620001792907715,4.5279998779296875,4.9670000076293945,63.150001525878906,66.08999633789062,3.492000102996826,2.1700000762939453,2.2060999870300293,28.149999618530273,3181.39990234375,32.22600173950195,980.7999877929688,950.2999877929688,4.611000061035156,2457.25,1067.0,285.3999938964844,51.619998931884766,438.5,508.75,377.25,12.46500015258789,373.95001220703125,10129.0,18.059999465942383,65.4800033569336,213.9499969482422,299.57501220703125,91.0,257.6499938964844,101.04000091552734,1.1181999444961548,0.006819999776780605,1.3265000581741333,0.715749979019165,1.1915500164031982,0.642799973487854,0.5904499888420105,103539.4140625,103.2109375,107.3046875,109.71875,112.375,587.5900268554688,85.31999969482422,518.6799926757812,187.36000061035156,64.08000183105469,79.18000030517578,106.13999938964844
2025-05-15,5933.25,21400.25,42385.0,2101.39990234375,37810.0,5412.080078125,23695.58984375,17.829999923706055,4.257999897003174,3.934000015258789,4.072999954223633,4.454999923706055,4.918000221252441,61.619998931884766,64.52999877929688,3.361999988555908,2.134399890899658,2.1659998893737793,28.010000228881836,3220.699951171875,32.48099899291992,996.5,964.2000122070312,4.644499778747559,2403.5,1051.25,296.3999938964844,49.31999969482422,448.5,532.75,340.0,12.90999984741211,384.95001220703125,10257.0,17.670000076293945,65.43000030517578,211.1750030517578,296.17498779296875,100.69999694824219,266.1000061035156,100.87999725341797,1.117799997329712,0.0068660001270473,1.329800009727478,0.7161499857902527,1.2000499963760376,0.640500009059906,0.5878000259399414,103744.640625,103.35546875,107.6796875,110.25,113.0625,590.4600219726562,86.06999969482422,519.25,189.25999450683594,64.55999755859375,79.33000183105469,106.9000015258789
2025-05-16,5975.5,21506.0,42736.0,2119.39990234375,38035.0,5427.52978515625,23767.4296875,17.239999771118164,4.236999988555908,3.9779999256134033,4.064000129699707,4.440999984741211,4.89900016784668,62.4900016784668,65.41000366210938,3.3340001106262207,2.1417999267578125,2.1405999660491943,27.709999084472656,3182.0,32.15800094604492,990.2000122070312,956.7999877929688,4.555500030517578,2389.75,1050.0,291.8999938964844,48.93000030517578,443.5,525.0,342.5,12.8149995803833,376.25,10898.0,17.520000457763672,64.88999938964844,212.22500610351562,296.8500061035156,100.32499694824219,251.10000610351562,101.08999633789062,1.1152499914169312,0.00685499981045723,1.3278000354766846,0.7150999903678894,1.1959500312805176,0.640500009059906,0.5885000228881836,103489.2890625,103.328125,107.7109375,110.328125,113.375,594.2000122070312,86.30000305175781,521.510009765625,191.08999633789062,64.63999938964844,79.41999816894531,107.0999984741211
2025-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103191.0859375,,,,,,,,,,,
2025-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106446.0078125,,,,,,,,,,,
2025-05-19,5982.5,21527.0,42885.0,2109.5,37635.0,5427.22998046875,23934.98046875,18.139999389648438,4.239999771118164,3.9779999256134033,4.080999851226807,4.474999904632568,4.940000057220459,62.689998626708984,65.54000091552734,3.11299991607666,2.1387999057769775,2.127700090408325,27.809999465942383,3228.89990234375,32.3129997253418,1004.5,979.2000122070312,4.633500099182129,2355.25,1050.75,291.1000061035156,49.439998626708984,447.5,529.0,357.25,12.6899995803833,376.1499938964844,10974.0,17.450000762939453,65.63999938964844,212.97500610351562,295.67498779296875,99.25,251.8000030517578,100.43000030517578,1.125,0.006891999859362841,1.3366999626159668,0.7164499759674072,1.2019000053405762,0.6450999975204468,0.5926499962806702,105606.1796875,103.3359375,107.6640625,110.140625,112.78125,594.8499755859375,86.05000305175781,522.010009765625,191.3000030517578,65.0999984741211,79.37999725341797,107.11000061035156
2025-05-20,5959.75,21447.25,42772.0,2110.800048828125,37650.0,5454.64990234375,24036.109375,18.09000015258789,4.248000144958496,3.9639999866485596,4.066999912261963,4.480999946594238,4.9670000076293945,62.560001373291016,65.37999725341797,3.427000045776367,2.152100086212158,2.1289000511169434,28.010000228881836,3280.300048828125,32.97999954223633,1053.800048828125,1021.5999755859375,4.619500160217285,2372.25,1053.0,292.6000061035156,49.5,454.5,546.0,356.5,12.699999809265137,369.29998779296875,10874.0,17.34000015258789,66.12000274658203,213.1750030517578,296.0,100.0250015258789,263.29998779296875,100.12000274658203,1.1291500329971313,0.006938999984413385,1.3380999565124512,0.7178999781608582,1.2089500427246094,0.641700029373169,0.5920000076293945,106791.0859375,103.359375,107.7265625,110.203125,112.5625,592.8499755859375,85.43000030517578,520.27001953125,190.97999572753906,65.30999755859375,79.33999633789062,106.8499984741211
2025-05-21,5861.25,21156.75,41947.0,2051.5,36955.0,5454.4599609375,24122.400390625,20.8700008392334,4.235000133514404,3.9800000190734863,4.1570000648498535,4.5960001945495605,5.090000152587891,61.56999969482422,64.91000366210938,3.368000030517578,2.1498000621795654,2.1391000747680664,28.229999542236328,3309.300048828125,33.4630012512207,1082.5999755859375,1046.5999755859375,4.638000011444092,2374.25,1062.75,294.1000061035156,49.83000183105469,461.0,549.25,359.5,13.15999984741211,370.29998779296875,10719.0,17.700000762939453,66.06999969482422,214.14999389648438,296.29998779296875,99.5250015258789,274.20001220703125,99.55999755859375,1.135200023651123,0.006982999853789806,1.3430999517440796,0.7235000133514404,1.2157000303268433,0.644349992275238,0.5949500203132629,109678.078125,103.27734375,107.359375,109.5,110.78125,582.8599853515625,83.97000122070312,513.0399780273438,187.19000244140625,65.0199966430664,78.80999755859375,105.66000366210938
